time                          T                             E_tot                         E_kin                         E_pot                         V                             MSD                           
2142.5                        314.8897116177936             8.984620883801762             4.395884036978579             4.588736846823183             1275.5241011249996            0.010478448140637106          
2143.0                        293.5650633640683             8.694639782654372             4.098190344888332             4.59644943776604              1275.5241011249996            0.010498461438328792          
2143.5                        282.2097468033002             8.543275976946006             3.9396692723900766            4.603606704555929             1275.5241011249996            0.01052047160625781           
2144.0                        280.7035405582297             8.529546828756907             3.9186425200230777            4.610904308733828             1275.5241011249996            0.01054254518096239           
2144.5                        286.665759086722              8.618282516057961             4.001875538719444             4.616406977338517             1275.5241011249996            0.010562095751443885          
2145.0                        291.21566104641647            8.686356929200604             4.06539251198504              4.620964417215564             1275.5241011249996            0.010578738288115912          
2145.5                        300.9635120828257             8.826863061214823             4.201473244968172             4.625389816246651             1275.5241011249996            0.010593434509810902          
2146.0                        288.19568924275677            8.65240678350158              4.023233478666268             4.629173304835312             1275.5241011249996            0.010608442611893257          
2146.5                        271.4656163754744             8.423711332215552             3.789680404236067             4.634030927979485             1275.5241011249996            0.010624623399932044          
2147.0                        260.4568843375251             8.273604682617693             3.635997677720904             4.637607004896789             1275.5241011249996            0.01063869154767527           
2147.5                        255.14052214666236            8.202412335744508             3.561780862031555             4.640631473712952             1275.5241011249996            0.010650589771072808          
2148.0                        254.95144808277962            8.201929812077257             3.559141373891537             4.642788438185719             1275.5241011249996            0.010660064576577895          
2148.5                        259.19152849540194            8.261124163732145             3.618333215078065             4.6427909486540795            1275.5241011249996            0.010666097507161304          
2149.0                        258.0377267600345             8.242788352492504             3.602226056148414             4.64056229634409              1275.5241011249996            0.010671959844800034          
2149.5                        272.37008150773596            8.437351855702197             3.8023068054496396            4.6350450502525575            1275.5241011249996            0.010676697441187322          
2150.0                        275.3176187627188             8.471017479717288             3.8434546470256947            4.627562832691593             1275.5241011249996            0.010677434298562985          
2150.5                        277.31284842106015            8.490768755465364             3.8713082029902504            4.619460552475115             1275.5241011249996            0.010676042682643144          
2151.0                        286.1762286142205             8.60830655642763              3.9950416565369244            4.613264899890705             1275.5241011249996            0.010675388213406526          
2151.5                        290.335759215365              8.664237740301507             4.053109016302201             4.611128723999306             1275.5241011249996            0.010677619278127657          
2152.0                        290.5428121850938             8.662713490367471             4.055999491318879             4.606713999048592             1275.5241011249996            0.010677920342085463          
2152.5                        282.7903767316691             8.547979885876714             3.947774909822292             4.600204976054423             1275.5241011249996            0.010675331050017726          
2153.0                        281.41569245388615            8.52050404701091              3.928584214002017             4.591919833008892             1275.5241011249996            0.010671166977840579          
2153.5                        281.6833713158006             8.51414995204016              3.9323210310294163            4.581828921010743             1275.5241011249996            0.010665072906009031          
2154.0                        291.4199341345994             8.638009268714313             4.068244179646438             4.569765089067875             1275.5241011249996            0.010654736874863083          
2154.5                        301.6878045404637             8.76831657463965              4.211584422104691             4.556732152534959             1275.5241011249996            0.010641382057810907          
2155.0                        294.03147954395797            8.646790714078112             4.104701549809038             4.542089164269074             1275.5241011249996            0.010626571977425007          
2155.5                        302.9296828753844             8.75681305794187              4.228921136982736             4.527891920959133             1275.5241011249996            0.010612475451476214          
2156.0                        307.4449627322901             8.804824767299104             4.291954783091677             4.512869984207427             1275.5241011249996            0.010598795355812034          
2156.5                        304.45046021876533            8.746628466636295             4.250151302977112             4.496477163659183             1275.5241011249996            0.010581534874555954          
